class_id,x,y,z
tv,0.903783752524338,-0.1496109038050454,6.6691977996826175
stop sign,-0.9870599908911698,-1.0336732224398708,4.568266294805018
tv,1.0044713696202927,-0.14900861621552972,6.664283039093018
stop sign,-0.9864215472345935,-1.0337180179481715,4.56376327728644
tv,1.00362096483457,-0.14918880414486493,6.6586763877868655
stop sign,-0.9866787940274824,-1.0335090997750394,4.565991839711263
tv,1.0045056362909914,-0.1488167659252669,6.664487602233887
stop sign,-0.908534771975907,-1.0091440334423676,4.566319019782837
